codigo_ocorrencia,ocorrencia_pais,ocorrencia_cidade,ocorrencia_uf,ocorrencia_classificacao,ocorrencia_longitude,ocorrencia_latitude,ocorrencia_tipo_categoria
53116,BRASIL,BUENO BRANDÃO,MG,ACIDENTE,-46.29361111,-22.43000000,EXCURSÃO DE PISTA
53115,BRASIL,UIRAMUTÃ,RR,ACIDENTE,-60.51111111,,PERDA DE CONTROLE NO SOLO
53114,BRASIL,PORTO BELO,SC,ACIDENTE,-48.62527778,-27.16333333,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO
53113,BRASIL,CAMPO GRANDE,MS,INCIDENTE GRAVE,-54.67027778,-20.46944444,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM COMANDOS DE VOO
53112,BRASIL,MOGI GUAÇU,SP,ACIDENTE,-47.19666667,-22.20361111,OUTROS | POUSO EM LOCAL NÃO PREVISTO
53111,BRASIL,TAPIRA,PR,ACIDENTE,-53.00138889,-23.32250000,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
53110,BRASIL,GOIOERÊ,PR,ACIDENTE,,,PERDA DE CONTROLE NO SOLO
53109,BRASIL,CAMPO GRANDE,MS,ACIDENTE,-54.60250000,-20.59944444,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
53108,BRASIL,UBERLÂNDIA,MG,INCIDENTE GRAVE,-48.22527778,-18.88361111,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
53107,BRASIL,CAMPOS DOS GOYTACAZES,RJ,INCIDENTE GRAVE,,,EXCURSÃO DE PISTA | POUSO LONGO
53106,BRASIL,PORTO ALEGRE,RS,INCIDENTE GRAVE,-51.24500000,-30.86944444,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO
53105,BRASIL,SÃO MIGUEL DO IGUAÇU,PR,INCIDENTE GRAVE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
53104,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-43.25055556,-22.81000000,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
53103,BRASIL,ATIBAIA,SP,INCIDENTE GRAVE,-46.57472222,-23.12777778,INCURSÃO EM PISTA
53082,BRASIL,SÃO PAULO,SP,INCIDENTE,,,COLISÃO COM AVE
53081,BRASIL,BELO HORIZONTE,MG,INCIDENTE,,,COLISÃO COM AVE
53080,BRASIL,RIO CLARO,SP,INCIDENTE,,,EXCURSÃO DE PISTA
53079,BRASIL,SÃO LUÍS,MA,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
53078,BRASIL,BELÉM,PA,INCIDENTE,,,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
53077,BRASIL,MANAUS,AM,INCIDENTE,,,PERDA DE CONTROLE EM VOO
53076,BRASIL,BRAGANÇA PAULISTA,SP,INCIDENTE,,,PERDA DE CONTROLE EM VOO
53075,BRASIL,JUNDIAÍ,SP,INCIDENTE,,,EXCURSÃO DE PISTA
53074,BRASIL,BELO HORIZONTE,MG,INCIDENTE,,,PERDA DE CONTROLE NO SOLO
53073,BRASIL,TEFÉ,AM,INCIDENTE,,,PERDA DE CONTROLE EM VOO
53072,BRASIL,BELO HORIZONTE,MG,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
53071,BRASIL,BELO HORIZONTE,MG,INCIDENTE,,,EXCURSÃO DE PISTA
53070,BRASIL,FLORIANÓPOLIS,SC,INCIDENTE,,,PERDA DE CONTROLE NO SOLO
53069,BRASIL,SALVADOR,BA,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
53068,BRASIL,CANOAS,RS,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
53067,BRASIL,CAMPINAS,SP,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
53066,BRASIL,CURITIBA,PR,INCIDENTE,,,EXCURSÃO DE PISTA | POUSO LONGO
53065,BRASIL,COARI,AM,INCIDENTE,,,PERDA DE CONTROLE EM VOO
53064,BRASIL,BAURU,SP,INCIDENTE,,,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO
53063,BRASIL,LONDRINA,PR,INCIDENTE,,,PERDA DE CONTROLE EM VOO
53062,BRASIL,JUNDIAÍ,SP,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE EM VOO
53061,BRASIL,JUNDIAÍ,SP,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
53012,BRASIL,GOIÂNIA,GO,INCIDENTE,,,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | COLISÃO DE AERONAVES EM VOO
53010,BRASIL,ITAJUBÁ,MG,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
53009,BRASIL,BELO HORIZONTE,MG,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
53008,BRASIL,GOIÂNIA,GO,INCIDENTE,,,EXCURSÃO DE PISTA
53007,BRASIL,UBERLÂNDIA,MG,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
53006,BRASIL,FLORIANÓPOLIS,SC,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
53005,BRASIL,SÃO PAULO,SP,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA
53004,BRASIL,VITÓRIA DA CONQUISTA,BA,INCIDENTE,,,OUTROS | POUSO EM LOCAL NÃO PREVISTO
53003,BRASIL,CUIABÁ,MT,INCIDENTE,,,EXCURSÃO DE PISTA
53002,BRASIL,CAMPINAS DO PIAUÍ,PI,INCIDENTE,,,PERDA DE CONTROLE NO SOLO
53001,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,,,COMBUSTÍVEL | PANE SECA
53000,BRASIL,PORTO ALEGRE,RS,INCIDENTE,,,OUTROS | AERONAVE ATINGIDA POR OBJETO
52999,BRASIL,ILHÉUS,BA,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
52998,BRASIL,ILHÉUS,BA,INCIDENTE,,,OUTROS
52997,BRASIL,ALCÂNTARA,MA,INCIDENTE,,,INDETERMINADO
52996,BRASIL,MANAUS,AM,INCIDENTE,,,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
52995,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,,,EXCURSÃO DE PISTA
52994,BRASIL,SÃO PAULO,SP,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
52993,BRASIL,CAMPOS DOS GOYTACAZES,RJ,INCIDENTE GRAVE,,,EXCURSÃO DE PISTA
52992,BRASIL,SALVADOR,BA,INCIDENTE GRAVE,,,PERDA DE CONTROLE NO SOLO
52991,BRASIL,PASSO FUNDO,RS,INCIDENTE GRAVE,-52.32861111,-28.24527778,EXCURSÃO DE PISTA
52990,BRASIL,FLORIANÓPOLIS,SC,INCIDENTE GRAVE,,,OUTROS | POUSO EM LOCAL NÃO PREVISTO
52989,BRASIL,CONCEIÇÃO DA FEIRA,BA,INCIDENTE GRAVE,,,PERDA DE CONTROLE EM VOO
52988,BRASIL,JOINVILLE,SC,ACIDENTE,-48.79500000,-26.22611111,EXCURSÃO DE PISTA
52987,BRASIL,ITU,SP,ACIDENTE,-47.34361111,-23.34055555,PERDA DE CONTROLE NO SOLO
52984,BRASIL,NOVA LIMA,MG,ACIDENTE,-46.03611111,-20.04861111,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
52983,BRASIL,MOSTARDAS,RS,ACIDENTE,-50.95277778,-30.99111111,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
52982,BRASIL,BOA VISTA,RR,ACIDENTE,-60.71916667,-29.37777778,PERDA DE CONTROLE EM VOO
52981,BRASIL,LUZIÂNIA,GO,ACIDENTE,-47.95777778,-16.25527778,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | VAZAMENTO DE COMBUSTÍVEL
52980,BRASIL,SANTA MÔNICA,PR,ACIDENTE,-53.09611111,-23.17194444,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA
52979,BRASIL,IVINHEMA,MS,ACIDENTE,-53.87638889,-22.38555556,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO
52978,BRASIL,BAIXA GRANDE DO RIBEIRO,PI,ACIDENTE,-45.21361000,-78.50280000,OUTROS | POUSO EM LOCAL NÃO PREVISTO
52977,BRASIL,SÃO BORJA,RS,ACIDENTE,-55.69583333,-28.72361111,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA
52976,BRASIL,TOLEDO,PR,ACIDENTE,-53.63500000,-24.75333333,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
52975,BRASIL,BRASNORTE,MT,ACIDENTE,,,EXCURSÃO DE PISTA
52974,BRASIL,PRESIDENTE OLEGÁRIO,MG,ACIDENTE,-46.42138900,-18.41555600,PERDA DE CONTROLE NO SOLO
52973,BRASIL,BALSAS,MA,ACIDENTE,-46.77166667,-74.25555556,COLISÃO COM AVE
52972,BRASIL,TAPES,RS,ACIDENTE,,,COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO
52971,BRASIL,JABOTICABAL,SP,ACIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
52970,BRASIL,TIRADENTES,MG,ACIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
52968,BRASIL,SANTARÉM,PA,INCIDENTE,-54.78583333,-24.24722222,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO
52967,BRASIL,SINOP,MT,ACIDENTE,-55.58611111,-11.88500000,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
52959,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,,,EXCURSÃO DE PISTA | POUSO LONGO
52958,BRASIL,PAULÍNIA,SP,ACIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
52956,BRASIL,GUARULHOS,SP,INCIDENTE,-46.46944444,-23.43194444,COLISÃO COM AVE
52955,BRASIL,LONDRINA,PR,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
52954,BRASIL,RIBEIRÃO PRETO,SP,INCIDENTE,,,EXCURSÃO DE PISTA
52953,BRASIL,PORTO ALEGRE,RS,INCIDENTE,,,OUTROS
52952,BRASIL,LONDRINA,PR,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
52951,BRASIL,PORTO ALEGRE,RS,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA
52950,BRASIL,CORNÉLIO PROCÓPIO,PR,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
52948,BRASIL,SÃO JOSÉ DOS CAMPOS,SP,INCIDENTE GRAVE,-45.87117800,-23.22888900,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
52947,BRASIL,BELO HORIZONTE,MG,ACIDENTE,-43.99361111,-19.91222222,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
52946,BRASIL,ARROIO GRANDE,RS,ACIDENTE,-52.63888889,-31.96222222,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
52945,BRASIL,AQUIDAUANA,MS,ACIDENTE,-55.19388900,-20.14361100,INDETERMINADO
52944,BRASIL,SÃO PAULO,SP,INCIDENTE,,,VOO CONTROLADO CONTRA O TERRENO
52943,BRASIL,GOIÂNIA,GO,INCIDENTE,-49.34805556,-16.62500000,EXCURSÃO DE PISTA
52942,BRASIL,MANAUS,AM,ACIDENTE,-60.03055556,-30.72777778,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
52941,BRASIL,ITAITUBA,PA,ACIDENTE,,-73.93333333,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
52940,BRASIL,QUARTO CENTENÁRIO,PR,ACIDENTE,-53.04638889,-24.28777778,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
52939,BRASIL,ITAQUI,RS,ACIDENTE,-56.51388889,-29.11527778,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO
52938,BRASIL,LONDRINA,PR,ACIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
52937,BRASIL,PRIMAVERA DO LESTE,MT,ACIDENTE,-54.33194444,-15.55138889,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
52936,BRASIL,SÃO JOSÉ DO XINGU,MT,ACIDENTE,-52.32416667,-10.88833333,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
52935,BRASIL,SANTO ÂNGELO,RS,ACIDENTE,-54.16888889,-28.28222222,OPERAÇÃO A BAIXA ALTITUDE
52934,BRASIL,LAGOA FORMOSA,MG,ACIDENTE,-46.29611111,-18.76916667,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
52933,BRASIL,MARINGÁ,PR,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
52876,BRASIL,RONDONÓPOLIS,MT,ACIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
52875,BRASIL,PONTA GROSSA,PR,INCIDENTE,,,COMBUSTÍVEL | PANE SECA
52874,BRASIL,PRIMAVERA DO LESTE,MT,ACIDENTE,-54.12500000,-15.10361111,INDETERMINADO
52873,BRASIL,BERTIOGA,SP,ACIDENTE,-46.16138889,-23.86583333,EXCURSÃO DE PISTA
52872,BRASIL,UBERABA,MG,ACIDENTE,-48.19555556,-19.30583333,PERDA DE CONTROLE NO SOLO
52871,BRASIL,REDENÇÃO,PA,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE EM VOO
52858,BRASIL,BRASÍLIA,DF,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA
52857,BRASIL,SÃO PAULO,SP,INCIDENTE,,,COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO
52856,BRASIL,MANAUS,AM,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
52855,BRASIL,SÃO GABRIEL DA CACHOEIRA,AM,INCIDENTE,,,FOGO/FUMAÇA (SEM IMPACTO) | FOGO NO SOLO
52854,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
52853,BRASIL,MACAÉ,RJ,INCIDENTE,,,PERDA DE CONTROLE NO SOLO
52852,BRASIL,CAMPINAS,SP,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
52851,BRASIL,ARACAJU,SE,INCIDENTE,,,PERDA DE CONTROLE EM VOO
52850,BRASIL,PORTO ALEGRE,RS,INCIDENTE,,,EXCURSÃO DE PISTA
52849,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,,,PERDA DE CONTROLE NO SOLO
52848,BRASIL,SALVADOR,BA,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
52847,BRASIL,MANAUS,AM,INCIDENTE,,,EXCURSÃO DE PISTA
52846,BRASIL,MACAÉ,RJ,INCIDENTE,,,PERDA DE CONTROLE NO SOLO
52845,BRASIL,BARCARENA,PA,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
52844,BRASIL,GUARULHOS,SP,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
52843,BRASIL,SORRISO,MT,INCIDENTE GRAVE,-55.69694400,-12.59361100,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO
52841,BRASIL,SÃO JOSÉ DOS CAMPOS,SP,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
52840,BRASIL,SÃO PAULO,SP,INCIDENTE GRAVE,-46.63416667,-23.50888889,COLISÃO COM AVE
52839,BRASIL,ALEGRETE,RS,ACIDENTE,-55.22027778,-29.80166667,EXCURSÃO DE PISTA
52838,BRASIL,ÁGUA BOA,MT,ACIDENTE,-52.67638889,-14.09222222,PERDA DE CONTROLE EM VOO
52837,BRASIL,SÃO BORJA,RS,ACIDENTE,-56.06472222,-28.87472222,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
52836,BRASIL,ALEGRETE,RS,ACIDENTE,-56.04083333,-29.43972222,OUTROS | VAZAMENTO DE OUTROS FLUIDOS
52835,BRASIL,NAZÁRIO,GO,ACIDENTE,-49.83944444,-16.51944444,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
52834,BRASIL,MACAÉ,RJ,ACIDENTE,-40.07222222,-22.44277778,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
52833,BRASIL,ATIBAIA,SP,ACIDENTE,-46.57500000,-23.13333333,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO
52832,BRASIL,BURITAMA,SP,ACIDENTE,-50.22805556,-21.09194444,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
52831,BRASIL,TERRA BOA,PR,ACIDENTE,-52.44916667,-23.77194444,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR NO SOLO
52819,BRASIL,CAMPO GRANDE,MS,ACIDENTE,-54.49055556,-20.36333333,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO
52818,BRASIL,FLORESTA,PE,ACIDENTE,-38.54472222,,PERDA DE CONTROLE EM VOO
52817,BRASIL,VERÍSSIMO,MG,ACIDENTE,-48.36916667,-19.76722222,INDETERMINADO
52816,BRASIL,LINS,SP,INCIDENTE GRAVE,-49.81694444,-21.39527778,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
52815,BRASIL,MACARANI,BA,ACIDENTE,-44.56250000,-15.78916700,EXCURSÃO DE PISTA
52814,BRASIL,BOM JESUS,PI,ACIDENTE,-44.36916667,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
52813,BRASIL,ATIBAIA,SP,ACIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
52812,BRASIL,SÃO MATEUS,ES,ACIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
52811,BRASIL,CAJAMAR,SP,ACIDENTE,-46.86416667,-23.40000000,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
52793,BRASIL,BELO HORIZONTE,MG,ACIDENTE,,,PERDA DE CONTROLE NO SOLO
52779,BRASIL,SÃO PAULO,SP,INCIDENTE GRAVE,-46.63416667,-23.50694444,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO
52764,BRASIL,TERESINA,PI,INCIDENTE,,,OUTROS
52763,BRASIL,JUNDIAÍ,SP,INCIDENTE,,,EXCURSÃO DE PISTA
52762,BRASIL,BELÉM,PA,INCIDENTE,,,PERDA DE CONTROLE NO SOLO
52761,BRASIL,CONFINS,MG,INCIDENTE,,,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
52760,BRASIL,LONDRINA,PR,INCIDENTE,,,COLISÃO COM AVE
52759,BRASIL,JUAZEIRO DO NORTE,CE,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO
52758,BRASIL,ARAPONGAS,PR,INCIDENTE,,,COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO
52757,BRASIL,SÃO PAULO,SP,INCIDENTE,,,EXCURSÃO DE PISTA
52755,BRASIL,PORTO ALEGRE,RS,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO
52754,BRASIL,RIBEIRÃO PRETO,SP,INCIDENTE,,,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM
52753,BRASIL,MARINGÁ,PR,INCIDENTE,,,COMBUSTÍVEL | PANE SECA
52752,BRASIL,SÃO PAULO,SP,INCIDENTE,,,PERDA DE CONTROLE EM VOO
52751,BRASIL,GUARULHOS,SP,INCIDENTE,,,OUTROS | HIPÓXIA
52731,BRASIL,CUIABÁ,MT,INCIDENTE,,,PERDA DE CONTROLE EM VOO
52730,BRASIL,FLORIANÓPOLIS,SC,INCIDENTE,,,EXCURSÃO DE PISTA | POUSO LONGO
52729,BRASIL,MARABÁ,PA,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
52728,BRASIL,SÃO LUÍS,MA,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
52727,BRASIL,SANTARÉM,PA,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO
52726,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,,,EXCURSÃO DE PISTA
52725,BRASIL,CARAUARI,AM,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
52724,BRASIL,CAMPINAS,SP,INCIDENTE,,,EXCURSÃO DE PISTA
52723,BRASIL,SÃO PAULO,SP,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
52722,BRASIL,SANTARÉM,PA,INCIDENTE,,,COMBUSTÍVEL | PANE SECA
52721,BRASIL,CRUZEIRO DO SUL,AC,INCIDENTE,,,INDETERMINADO
52720,BRASIL,SÃO PAULO,SP,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
52719,BRASIL,PORTO ALEGRE,RS,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
52718,BRASIL,SALVADOR,BA,INCIDENTE,,,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO
52717,BRASIL,JUNDIAÍ,SP,INCIDENTE,,,PERDA DE CONTROLE NO SOLO
52716,BRASIL,BELO HORIZONTE,MG,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
52715,BRASIL,BRASÍLIA,DF,INCIDENTE,,,PERDA DE CONTROLE EM VOO
52714,BRASIL,RIBEIRÃO PRETO,SP,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
52713,BRASIL,JUNDIAÍ,SP,INCIDENTE,,,PERDA DE CONTROLE EM VOO
52700,BRASIL,UBERLÂNDIA,MG,INCIDENTE,,,POUSO AQUÉM/ALÉM DA PISTA | POUSO ANTES DA PISTA
52699,BRASIL,BRASÍLIA,DF,INCIDENTE,-47.91861111,-15.87111111,POUSO AQUÉM/ALÉM DA PISTA | POUSO ANTES DA PISTA
52698,BRASIL,CORREIA PINTO,SC,INCIDENTE GRAVE,-50.35583333,-27.63388889,EXCURSÃO DE PISTA
52697,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE GRAVE,-42.89027458,-25.90795700,PERDA DE CONTROLE NO SOLO
52696,BRASIL,ATIBAIA,SP,INCIDENTE GRAVE,-46.57472222,-23.12777778,PERDA DE CONTROLE NO SOLO
52695,BRASIL,BELO HORIZONTE,MG,INCIDENTE GRAVE,-43.98916667,-19.90916667,PERDA DE CONTROLE EM VOO
52694,BRASIL,BRAGANÇA PAULISTA,SP,INCIDENTE GRAVE,-46.53750000,-22.97916667,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO
52693,BRASIL,BARRA DO RIBEIRO,RS,INCIDENTE GRAVE,-51.35361111,-30.50861111,VOO CONTROLADO CONTRA O TERRENO
52692,BRASIL,MARINGÁ,PR,INCIDENTE GRAVE,-52.01222222,-23.47944444,PERDA DE CONTROLE NO SOLO
52691,BRASIL,SANTANA DO PARAÍSO,MG,INCIDENTE GRAVE,,,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO
52676,BRASIL,TUCUMÃ,PA,ACIDENTE,-51.26777778,-68.47222222,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
52675,BRASIL,BRAGANÇA PAULISTA,SP,INCIDENTE GRAVE,-46.53750000,-22.97916700,PERDA DE CONTROLE NO SOLO
52674,BRASIL,PIRACURUCA,PI,ACIDENTE,-41.70861100,-38.97778000,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
52673,BRASIL,TERESINA,PI,ACIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE EM VOO
52672,BRASIL,ELDORADO DO SUL,RS,ACIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
52671,BRASIL,CIDADE GAÚCHA,PR,ACIDENTE,-52.90472222,-23.36444444,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA
52654,BRASIL,IGARASSU,PE,ACIDENTE,-34.89138889,-78.44444444,OUTROS | VAZAMENTO DE OUTROS FLUIDOS
52653,BRASIL,MANAUS,AM,INCIDENTE GRAVE,-60.02111111,-30.72777778,OUTROS | VAZAMENTO DE OUTROS FLUIDOS
52652,BRASIL,CAMPINA GRANDE DO SUL,PR,ACIDENTE,-48.93305556,-25.24333333,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO
52651,BRASIL,RORAINÓPOLIS,RR,ACIDENTE,-61.15944444,-11.44722000,COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO
